,image_id,grade,pos_x,pos_y,width,height
16775,92772.jpg,A,378,12,528,414
31348,27168.jpg,A,436,256,234,250
35553,91396.jpg,A,341,102,626,518
9626,02759.jpg,A,417,304,295,219
977,77629.jpg,A,343,157,465,495
12246,35912.jpg,A,99,340,450,290
2540,91513.jpg,A,37,264,370,456
36694,84760.jpg,A,553,195,336,262
31977,71559.jpg,A,261,13,436,386
27228,53047.jpg,A,326,291,473,366
1981,42831.jpg,C,130,131,463,488
9815,83578.jpg,A,425,372,275,239
25256,58663.jpg,A,211,118,484,407
29005,07109.jpg,A,320,192,409,333
41423,59356.jpg,C,421,380,299,227
30095,26507.jpg,A,438,325,341,222
15216,42357.jpg,A,536,101,536,619
24172,81033.jpg,B,593,152,427,384
43385,22262.jpg,B,521,372,319,253
22631,61595.jpg,A,246,95,449,341
5284,30317.jpg,B,6,8,766,667
13763,00386.jpg,A,25,215,407,416
8475,03450.jpg,B,460,185,289,237
17942,73952.jpg,B,460,88,409,500
35910,56995.jpg,A,112,60,668,660
44226,17310.jpg,A,356,114,389,281
15449,76068.jpg,A,349,68,568,577
35580,91192.jpg,A,142,192,714,507
33747,39724.jpg,B,377,187,294,266
214,03529.jpg,A,180,159,539,508
3192,84449.jpg,A,6,3,841,704
35937,80018.jpg,A,247,47,717,645
1809,47811.jpg,A,183,98,596,427
12938,65708.jpg,A,27,160,460,348
14764,43764.jpg,A,86,190,519,466
38986,53208.jpg,A,292,118,503,379
20067,92645.jpg,A,471,39,484,359
18021,97749.jpg,A,446,32,415,382
26158,30688.jpg,A,363,167,362,304
14240,91809.jpg,C,2,138,559,409
230,91497.jpg,A,277,46,547,610
34706,95988.jpg,A,227,2,737,677
14419,22510.jpg,B,0,152,556,461
21645,52331.jpg,A,395,83,470,319
32067,84626.jpg,A,272,41,326,378
37484,11367.jpg,B,596,84,271,281
36171,81687.jpg,B,425,140,379,322
6576,43410.jpg,A,405,93,505,583
2684,12314.jpg,A,37,321,371,395
3391,55654.jpg,A,92,12,863,708
3500,75596.jpg,B,4,5,839,715
13395,36028.jpg,A,15,168,458,359
44140,03735.jpg,A,391,199,367,258
27995,69949.jpg,A,301,169,498,403
26209,23368.jpg,B,341,166,371,308
15315,34990.jpg,A,519,120,568,520
9640,11943.jpg,A,402,254,325,246
19413,41489.jpg,B,440,148,483,403
35597,79361.jpg,B,176,47,672,593
38433,91549.jpg,A,461,71,280,292
28096,23738.jpg,A,354,281,437,395
22566,46479.jpg,C,323,153,376,288
16256,59661.jpg,A,321,15,544,634
12884,65612.jpg,A,2,242,472,351
43018,90156.jpg,B,496,278,309,256
19160,67155.jpg,A,441,317,454,340
6193,07077.jpg,A,432,58,447,535
6708,28401.jpg,A,474,75,453,517
10191,73205.jpg,A,415,322,273,223
31500,69162.jpg,A,437,241,262,176
18648,39945.jpg,A,535,6,379,352
1189,61525.jpg,B,140,47,724,567
19605,19905.jpg,A,503,101,450,373
8153,14577.jpg,B,460,233,314,251
15971,31103.jpg,A,537,89,465,547
27543,82450.jpg,A,226,52,562,438
4652,00936.jpg,B,84,18,783,702
44265,99099.jpg,A,419,293,319,271
17615,99361.jpg,A,469,138,505,449
12976,38246.jpg,A,72,175,455,318
32936,20684.jpg,A,428,343,216,288
41718,67166.jpg,B,447,116,321,288
32676,54156.jpg,B,381,339,268,250
35089,61486.jpg,A,232,38,710,631
37177,62173.jpg,B,545,100,302,260
14450,74286.jpg,A,9,170,574,424
38933,19079.jpg,A,402,69,343,272
19329,27397.jpg,A,454,186,509,437
2996,15865.jpg,A,5,1,783,657
22961,32475.jpg,A,318,19,409,373
14998,43649.jpg,B,0,103,569,461
3001,21010.jpg,A,11,7,768,713
1579,69656.jpg,B,61,45,598,541
13689,52462.jpg,A,22,194,419,441
41961,54633.jpg,A,447,309,283,242
13521,30976.jpg,B,31,57,482,454
31952,02571.jpg,A,301,61,374,389
36655,68622.jpg,A,556,293,291,261
24604,24732.jpg,B,428,112,378,431
44976,39775.jpg,A,509,226,316,288
19509,12110.jpg,A,481,329,472,349
22010,97360.jpg,A,448,302,468,288
28287,51328.jpg,A,304,144,447,352
10337,17328.jpg,A,445,134,298,234
33573,63753.jpg,B,398,300,209,302
24979,06183.jpg,B,358,125,426,364
9530,08468.jpg,A,444,301,263,218
17781,04330.jpg,A,506,63,449,595
38784,93947.jpg,B,398,40,347,265
20127,52196.jpg,B,413,168,525,399
15159,03964.jpg,A,568,94,541,600
8327,66085.jpg,A,418,150,308,246
10023,43761.jpg,A,432,392,295,248
38306,42935.jpg,B,284,414,402,306
8349,02803.jpg,B,408,267,330,260
15528,57440.jpg,A,381,154,533,566
43019,79200.jpg,A,438,296,382,250
4131,74525.jpg,A,4,7,770,713
36711,96612.jpg,A,569,236,310,241
33014,95780.jpg,A,428,130,210,250
15956,16448.jpg,A,613,218,449,466
2188,40503.jpg,A,200,15,502,562
30855,24888.jpg,A,553,82,417,270
34617,67582.jpg,A,220,90,757,630
9273,83070.jpg,A,403,237,304,238
40814,39221.jpg,A,497,270,274,209
36679,05516.jpg,A,555,279,304,243
18485,42762.jpg,A,535,192,399,369
12459,25430.jpg,A,86,257,451,328
23903,99238.jpg,B,585,137,390,400
34565,46921.jpg,C,243,37,615,645
12926,86495.jpg,A,1,244,477,373
43937,35066.jpg,A,398,326,425,287
16253,81907.jpg,A,450,39,511,607
40398,13480.jpg,A,276,165,547,390
31676,51471.jpg,A,383,196,221,198
44292,14658.jpg,A,438,246,294,244
30735,29738.jpg,B,383,204,546,276
7790,66810.jpg,B,457,208,392,337
11917,31445.jpg,B,122,319,375,318
11502,08217.jpg,A,330,151,341,275
27548,50334.jpg,C,321,322,437,358
41362,36746.jpg,A,509,234,211,251
40281,28308.jpg,A,347,59,436,404
37749,13782.jpg,A,523,176,320,279
8672,80363.jpg,B,390,309,333,210
22867,08329.jpg,C,191,117,506,385
31666,89587.jpg,B,442,247,223,233
88,85920.jpg,B,226,172,479,457
13126,32707.jpg,A,36,207,418,432
3707,11868.jpg,C,12,11,801,709
41959,87056.jpg,A,421,142,382,286
44862,55284.jpg,A,497,222,341,279
36122,44911.jpg,B,429,128,332,303
36186,87586.jpg,B,393,86,435,335
36485,60558.jpg,A,560,233,326,301
10591,30697.jpg,A,434,326,307,249
9222,89330.jpg,A,433,319,298,230
10470,25529.jpg,A,429,445,294,227
21428,25363.jpg,A,438,104,467,307
29780,02471.jpg,A,282,337,375,345
14320,45546.jpg,C,0,165,629,460
26845,37125.jpg,C,334,26,478,340
36629,83818.jpg,A,509,423,302,226
3617,91137.jpg,A,8,4,796,702
31625,84794.jpg,A,456,275,257,184
21089,07970.jpg,A,517,45,388,315
16305,41841.jpg,C,605,168,552,447
26956,68102.jpg,A,316,225,522,378
40621,05186.jpg,A,494,42,280,275
13713,74933.jpg,A,34,161,494,441
28785,38302.jpg,C,196,86,479,321
22847,26820.jpg,A,312,72,391,362
18765,86596.jpg,A,463,241,483,362
9469,87610.jpg,A,365,313,315,254
1813,89650.jpg,C,221,72,541,504
33316,77004.jpg,A,382,336,247,256
39982,94193.jpg,A,238,83,538,576
31882,48051.jpg,A,242,212,409,361
42801,86906.jpg,A,441,229,345,271
33392,78923.jpg,A,373,267,248,269
18866,96390.jpg,A,496,167,453,404
15576,89593.jpg,A,367,129,482,561
69,76687.jpg,A,231,82,609,588
2528,57707.jpg,A,147,124,541,502
20726,18011.jpg,A,560,140,391,322
42736,03034.jpg,A,437,270,352,271
38715,58617.jpg,A,456,144,308,254
25503,58467.jpg,A,462,194,447,405
32086,49884.jpg,A,283,83,408,407
27072,50236.jpg,A,316,180,507,362
41059,05100.jpg,A,438,206,285,232
12110,81977.jpg,B,206,384,339,250
41881,68771.jpg,B,478,167,300,288
39043,19767.jpg,A,216,170,616,494
32319,20410.jpg,A,202,288,461,394
12928,77534.jpg,A,58,342,429,342
42139,84988.jpg,B,469,138,337,276
42090,26066.jpg,B,493,153,317,245
372,67556.jpg,A,257,163,494,496
2775,62149.jpg,A,251,133,490,485
11174,90029.jpg,A,363,232,336,289
43275,87592.jpg,A,484,105,294,283
42757,19928.jpg,A,447,140,314,256
39090,58387.jpg,C,310,136,489,553
31451,61067.jpg,A,439,247,254,212
43787,82201.jpg,A,446,408,314,220
3611,83404.jpg,A,51,6,856,714
1581,81307.jpg,A,260,84,548,629
39656,66738.jpg,A,318,84,540,489
33878,14721.jpg,A,349,181,353,320
2831,85038.jpg,A,200,91,422,513
16615,36199.jpg,A,700,249,368,461
1664,24893.jpg,B,190,94,574,521
42756,10943.jpg,A,463,254,292,228
20686,66411.jpg,B,520,234,429,349
17456,21610.jpg,A,553,185,461,459
34073,00368.jpg,A,426,275,286,278
25929,88335.jpg,A,345,245,415,272
39996,36498.jpg,A,238,153,536,535
15148,61405.jpg,A,561,108,556,580
4572,17045.jpg,A,5,4,835,716
7598,65850.jpg,A,478,214,343,257
29776,26145.jpg,A,353,332,334,269
14894,35144.jpg,A,30,164,508,397
35185,77848.jpg,A,286,14,746,703
6767,90009.jpg,B,363,25,651,619
39332,76330.jpg,A,247,89,509,604
28221,54154.jpg,A,339,75,513,441
1876,77711.jpg,B,237,157,459,518
23401,30517.jpg,A,267,78,460,420
25831,38605.jpg,A,357,37,393,322
387,25046.jpg,A,267,24,518,654
40229,51820.jpg,A,275,202,517,410
1321,67534.jpg,B,28,101,573,496
31830,69173.jpg,A,291,185,383,371
17222,09066.jpg,A,672,282,421,438
20552,80168.jpg,A,436,253,491,333
23525,32883.jpg,C,343,69,379,353
20762,24057.jpg,A,510,118,433,351
24243,37985.jpg,B,327,116,431,411
11874,10162.jpg,A,153,321,407,283
3254,72329.jpg,A,9,6,906,714
21662,67066.jpg,A,382,377,463,258
32736,76589.jpg,A,391,330,270,251
7460,84497.jpg,A,326,56,746,626
16245,75163.jpg,A,569,251,483,445
41556,41227.jpg,A,461,113,321,242
4708,35783.jpg,B,4,9,864,699
35531,88095.jpg,A,250,99,590,559
10142,01218.jpg,A,428,20,320,264
43765,73746.jpg,A,482,341,338,310
39037,55472.jpg,A,222,72,695,515
32964,10766.jpg,A,350,382,294,244
34148,49580.jpg,A,125,58,774,597
41244,22909.jpg,A,476,51,316,266
22615,69024.jpg,A,287,76,412,343
6922,85622.jpg,C,419,19,679,617
34219,42739.jpg,B,177,39,870,623
10529,50380.jpg,A,433,444,279,222
8370,52289.jpg,A,372,410,362,290
4209,27473.jpg,B,4,8,756,712
26072,12180.jpg,A,437,214,361,283
33418,08555.jpg,A,398,364,271,255
5496,71722.jpg,A,9,6,675,700
10880,97143.jpg,A,432,423,297,260
33706,96541.jpg,A,393,225,283,264
43848,15285.jpg,C,473,454,287,230
36994,01771.jpg,A,546,173,307,200
32545,85180.jpg,A,394,274,234,293
7848,23682.jpg,C,502,229,340,279
11777,78666.jpg,A,180,308,379,281
1204,61879.jpg,B,180,77,543,584
40694,97011.jpg,A,461,20,314,242
12735,52712.jpg,A,57,267,416,330
8262,95762.jpg,A,406,268,331,224
370,93418.jpg,A,280,154,505,470
44609,38507.jpg,B,495,236,305,335
31819,56229.jpg,A,314,46,339,331
7161,49912.jpg,B,479,11,660,605
15292,98624.jpg,A,531,154,507,501
41920,15324.jpg,B,495,169,315,291
6259,22656.jpg,A,418,68,546,455
31374,83374.jpg,A,397,133,297,243
23161,85260.jpg,A,254,145,445,355
23632,42256.jpg,C,236,111,496,419
36892,49294.jpg,B,569,103,301,280
17279,90275.jpg,A,370,17,509,421
158,93798.jpg,A,253,115,494,474
38355,98202.jpg,A,471,147,313,340
42924,25863.jpg,A,431,194,344,311
44122,41567.jpg,B,382,188,368,323
3774,20359.jpg,B,3,0,747,615
33826,68082.jpg,A,352,147,311,339
12121,82057.jpg,C,117,190,462,362
30967,90378.jpg,A,406,362,266,235
27575,48411.jpg,A,371,274,472,375
18937,59235.jpg,A,510,184,421,368
38804,26854.jpg,B,449,79,292,297
38596,96241.jpg,B,405,248,352,301
18475,45048.jpg,A,511,46,432,362
2390,28346.jpg,A,69,365,329,343
1362,63910.jpg,B,137,128,547,516
23513,42985.jpg,A,253,63,462,345
5217,14558.jpg,C,57,17,798,703
3766,47963.jpg,A,0,0,760,720
39592,10904.jpg,A,180,24,570,499
22709,75628.jpg,A,277,111,362,335
34759,63606.jpg,A,201,106,773,607
14642,43604.jpg,B,0,82,571,453
15809,63652.jpg,A,390,1,454,541
33468,94124.jpg,A,358,226,333,266
32913,93140.jpg,A,434,418,225,264
9371,53632.jpg,C,425,167,286,257
5103,08267.jpg,A,13,9,728,688
14960,71805.jpg,A,0,217,600,438
32363,14110.jpg,A,297,77,414,393
9197,06625.jpg,A,437,401,306,256
32236,07500.jpg,A,254,104,406,440
43080,38859.jpg,A,416,309,295,256
36273,96284.jpg,A,454,175,315,345
21851,32156.jpg,A,449,82,494,329
11501,10610.jpg,C,395,185,294,256
28047,54533.jpg,B,328,228,464,364
36393,04833.jpg,C,380,224,379,308
39827,05002.jpg,A,274,76,580,607
2315,25479.jpg,B,163,67,542,605
37439,90234.jpg,A,559,79,278,319
32311,32343.jpg,B,242,36,505,381
15032,70404.jpg,A,0,140,580,465
26312,76849.jpg,B,349,89,402,340
82,42781.jpg,A,247,159,521,532
37138,99331.jpg,A,570,102,266,274
29741,57461.jpg,A,272,370,402,310
5585,65138.jpg,A,4,9,665,681
709,78307.jpg,A,316,68,562,536
2294,95387.jpg,A,148,49,576,599
20213,79895.jpg,A,521,157,394,344
35638,36325.jpg,B,171,64,621,526
6899,74535.jpg,A,320,20,597,694
6711,65258.jpg,A,454,44,463,620
19411,64219.jpg,A,439,15,505,397
152,81282.jpg,A,239,63,623,535
6841,74927.jpg,C,313,22,812,666
41848,41113.jpg,A,409,126,357,227
6566,05494.jpg,A,270,208,562,470
44575,70775.jpg,A,447,372,336,310
43282,30891.jpg,A,464,246,368,369
22241,75591.jpg,A,422,208,481,328
33973,17973.jpg,B,399,189,318,354
24809,19829.jpg,B,272,198,477,366
31512,92968.jpg,A,420,151,348,183
1026,47557.jpg,A,202,170,530,472
31801,46451.jpg,A,251,103,398,406
24285,06453.jpg,A,553,175,405,408
44916,47279.jpg,A,416,401,374,262
8155,23285.jpg,C,431,290,366,278
41010,71189.jpg,A,509,202,262,236
93,37350.jpg,B,231,179,457,523
39318,97088.jpg,A,334,58,442,596
36480,93707.jpg,A,498,62,415,290
17318,48754.jpg,A,563,196,390,467
19146,80121.jpg,B,513,290,406,361
22600,91778.jpg,B,291,153,471,346
21561,37106.jpg,A,412,28,436,375
9954,65486.jpg,A,450,215,286,261
3021,03909.jpg,B,34,2,891,718
14406,60951.jpg,C,36,114,561,487
34715,97025.jpg,A,205,14,767,538
32917,29090.jpg,A,413,381,246,254
19989,89510.jpg,A,393,249,519,363
5209,47896.jpg,C,0,11,689,709
8303,13674.jpg,C,359,379,387,245
34857,24076.jpg,A,236,11,734,687
21483,80497.jpg,A,372,91,495,360
6540,18757.jpg,A,226,212,471,484
10493,06439.jpg,C,432,308,289,244
18613,04403.jpg,C,492,295,513,371
14681,34898.jpg,A,0,126,488,524
39029,72271.jpg,A,260,122,510,529
4501,00917.jpg,C,5,7,769,713
5546,11065.jpg,A,7,6,577,642
32475,82819.jpg,C,423,315,241,283
27565,13041.jpg,C,303,137,505,390
38787,09432.jpg,A,422,114,332,289
42219,80224.jpg,A,446,358,295,230
4094,18669.jpg,B,13,7,735,713
21813,63471.jpg,A,501,321,309,264
40368,30187.jpg,A,282,121,533,497
2802,73486.jpg,A,37,339,322,339
18235,20215.jpg,A,452,216,462,391
7333,99151.jpg,B,337,6,592,714
4878,46834.jpg,A,20,0,862,720
12261,60361.jpg,A,143,382,350,280
31208,75996.jpg,B,347,122,304,258
4808,24924.jpg,B,15,13,775,674
1824,49075.jpg,C,196,3,569,538
16917,60459.jpg,A,490,113,535,528
7288,84556.jpg,C,276,5,672,693
11545,25686.jpg,A,416,231,271,260
3638,57646.jpg,A,54,4,914,716
27638,58511.jpg,C,318,319,450,344
27771,44762.jpg,A,349,244,404,290
5259,55866.jpg,C,5,7,702,713
38183,96689.jpg,A,511,90,329,259
1923,07184.jpg,A,138,119,599,601
27860,22102.jpg,B,288,259,558,357
6635,03105.jpg,C,255,210,540,484
12049,33563.jpg,A,199,207,297,285
21926,19268.jpg,B,376,88,463,348
29662,25855.jpg,A,246,310,465,327
15166,96735.jpg,B,453,116,601,542
25793,53276.jpg,C,398,21,429,327
22488,20611.jpg,A,280,121,431,336
36033,13192.jpg,B,497,116,332,290
37937,24172.jpg,B,521,138,350,292
44814,68645.jpg,C,504,240,339,260
39424,99135.jpg,A,263,21,505,514
40177,80835.jpg,A,308,235,470,450
31678,80693.jpg,B,442,99,278,241
23952,31106.jpg,B,720,177,367,409
37477,16078.jpg,A,606,127,311,281
29034,66862.jpg,C,190,179,508,399
35240,26045.jpg,A,252,29,698,621
5980,39822.jpg,A,10,7,1010,713
7452,48745.jpg,A,471,6,574,714
5934,50517.jpg,C,11,7,837,713
14667,25249.jpg,C,0,148,486,535
18612,64603.jpg,A,474,147,481,342
34190,83274.jpg,A,59,89,883,619
34375,09775.jpg,B,268,16,709,704
32929,64495.jpg,C,415,158,219,249
16134,13887.jpg,A,465,21,430,568
10084,40233.jpg,A,414,413,315,250
14909,31383.jpg,B,0,105,521,488
39191,60452.jpg,A,175,49,597,469
21200,53479.jpg,A,446,138,415,336
44353,89032.jpg,A,492,247,284,282
38046,59970.jpg,B,541,181,322,261
35604,99350.jpg,B,167,44,751,578
18385,36796.jpg,A,451,82,453,349
15777,67833.jpg,A,544,199,445,418
35208,10156.jpg,A,279,61,733,533
4046,08497.jpg,B,7,2,654,718
12487,29491.jpg,A,186,333,331,241
31859,31136.jpg,A,287,180,380,363
882,64097.jpg,C,271,71,588,561
1103,61275.jpg,A,57,116,457,504
12721,26785.jpg,A,78,46,423,354
13024,99991.jpg,B,35,149,523,412
26742,66370.jpg,C,351,61,410,306
29500,86437.jpg,A,292,116,375,348
15651,60140.jpg,A,408,167,508,515
27732,29813.jpg,B,270,228,467,348
18324,47947.jpg,A,461,37,471,379
15043,19150.jpg,A,36,119,573,478
567,62848.jpg,B,142,185,487,443
40186,73067.jpg,A,283,205,461,371
24384,20943.jpg,B,711,156,381,367
32061,77126.jpg,B,255,378,501,342
41316,39280.jpg,A,492,264,249,216
8101,02326.jpg,A,504,227,339,262
7110,95738.jpg,A,524,4,510,659
4663,95774.jpg,C,8,5,679,715
15009,32907.jpg,A,0,107,509,439
475,91272.jpg,A,203,165,491,539
8510,83626.jpg,B,400,463,332,221
31267,11897.jpg,C,452,153,259,226
32079,27879.jpg,A,256,67,369,437
12919,98948.jpg,A,3,187,498,403
21193,01038.jpg,A,478,21,388,324
38014,34431.jpg,A,552,150,311,243
1450,19235.jpg,B,215,4,637,564
7186,25082.jpg,C,239,13,893,643
31690,08804.jpg,B,407,250,230,289
40088,27792.jpg,A,312,176,460,387
7380,54491.jpg,A,318,68,706,631
26601,33133.jpg,B,364,41,419,278
11353,63411.jpg,A,394,203,326,262
28610,93864.jpg,C,337,432,359,288
36115,45641.jpg,B,435,135,354,347
24902,97821.jpg,B,587,191,319,340
19779,98056.jpg,A,553,77,365,289
7777,36752.jpg,B,470,274,443,291
19797,14871.jpg,C,474,184,469,335
43612,40719.jpg,A,505,262,359,304
41647,79253.jpg,B,445,171,344,276
39166,17475.jpg,A,197,35,613,490
22093,80931.jpg,A,477,327,317,301
26873,95543.jpg,C,322,86,484,379
38726,72305.jpg,B,422,209,342,259
27177,61009.jpg,C,312,7,498,405
33627,85049.jpg,A,436,297,244,233
14644,34210.jpg,A,66,177,516,417
38015,75419.jpg,A,566,257,252,261
13228,54515.jpg,B,52,139,515,455
12838,66019.jpg,A,80,111,446,421
31326,76796.jpg,A,440,193,266,204
18804,91599.jpg,A,425,300,525,367
11596,56098.jpg,A,420,198,289,254
21453,03846.jpg,A,490,146,331,311
6785,51669.jpg,A,299,19,733,647
16835,39208.jpg,A,510,103,460,554
6688,52132.jpg,C,458,13,464,527
27965,10239.jpg,A,261,227,523,423
22733,16974.jpg,A,275,153,463,327
2799,84777.jpg,A,62,251,368,391
43004,36357.jpg,A,462,293,353,260
43162,43166.jpg,A,525,410,291,269
23460,21697.jpg,C,283,121,443,377
29026,53071.jpg,A,218,183,463,331
19092,55064.jpg,B,472,146,430,327
37573,13084.jpg,B,538,96,351,279
28507,73379.jpg,B,263,231,445,419
5302,45704.jpg,A,5,7,650,653
3787,24603.jpg,A,10,0,823,690
2299,62663.jpg,A,145,97,617,501
37700,03254.jpg,B,526,217,319,263
3059,20452.jpg,C,72,4,833,716
4953,56926.jpg,A,11,9,730,711
39574,71546.jpg,A,226,160,486,525
22870,19142.jpg,A,238,99,429,323
17965,56681.jpg,B,454,160,503,426
22588,79117.jpg,A,267,145,437,366
13115,09525.jpg,A,103,178,413,391
12621,81870.jpg,A,158,206,358,307
27145,77296.jpg,A,258,22,510,445
19457,42294.jpg,B,442,235,511,389
16635,88519.jpg,A,552,252,409,468
39143,83407.jpg,A,189,135,535,436
39819,11110.jpg,A,323,165,532,555
804,24968.jpg,B,277,101,590,509
3296,09603.jpg,C,46,6,772,714
401,48926.jpg,A,197,204,542,463
26147,70654.jpg,A,501,489,281,216
41198,17208.jpg,C,480,250,253,196
38525,26437.jpg,B,373,159,405,307
11121,39270.jpg,A,363,224,355,294
20842,49391.jpg,A,494,43,486,383
647,71350.jpg,B,188,230,507,444
6827,02030.jpg,A,393,45,633,675
15642,11219.jpg,A,261,133,543,480
34656,26097.jpg,A,204,42,687,667
32824,38919.jpg,C,389,432,278,235
8298,67050.jpg,A,425,184,322,258
21935,52366.jpg,C,423,59,498,382
44986,10547.jpg,C,512,136,308,278
38363,76086.jpg,C,424,134,291,295
32060,86637.jpg,A,191,196,486,356
40377,02989.jpg,C,306,169,439,532
43755,05969.jpg,B,386,147,424,310
29507,42437.jpg,A,326,84,369,354
26636,46238.jpg,B,317,38,454,315
35519,15532.jpg,A,369,53,551,632
2105,51415.jpg,A,159,224,462,470
44952,15132.jpg,B,484,290,306,290
19175,01310.jpg,A,428,267,475,364
5288,75005.jpg,C,4,12,688,653
30081,65788.jpg,A,422,302,317,261
16500,68997.jpg,A,608,249,420,464
19836,04622.jpg,B,454,155,419,336
39205,14946.jpg,A,243,242,516,471
31236,19456.jpg,A,413,126,296,260
6140,86705.jpg,A,242,138,503,566
21102,99295.jpg,A,426,1,510,291
21286,07749.jpg,A,449,14,503,340
8980,34447.jpg,B,406,432,302,228
18642,94097.jpg,A,457,66,440,335
965,73548.jpg,B,166,86,605,524
23659,19518.jpg,A,292,51,467,400
3627,98290.jpg,C,87,10,990,710
43497,78187.jpg,A,499,197,333,313
6134,62966.jpg,A,510,0,527,594
43945,80892.jpg,A,472,332,329,294
1320,78991.jpg,A,198,56,597,632
14010,92098.jpg,A,51,199,392,391
14728,73573.jpg,C,3,92,620,489
13274,34262.jpg,A,31,267,426,418
2441,72878.jpg,A,230,54,433,473
2036,56066.jpg,A,166,47,556,523
24216,43010.jpg,B,681,171,373,363
14420,16993.jpg,A,0,149,510,491
20280,87232.jpg,B,527,114,396,401
31258,11702.jpg,A,419,90,300,222
40196,87273.jpg,A,318,164,478,323
37803,56208.jpg,B,543,111,331,300
7641,89255.jpg,C,478,193,352,234
15800,72903.jpg,A,616,178,441,494
29325,29384.jpg,C,275,58,448,375
10620,89811.jpg,A,433,164,302,231
33095,73291.jpg,A,394,213,293,250
43552,63995.jpg,A,501,405,315,219
35582,91906.jpg,A,184,26,771,526
21408,78472.jpg,B,430,111,435,306
10660,14751.jpg,A,446,168,278,251
7108,96943.jpg,C,391,13,613,690
34765,69767.jpg,C,172,46,765,674
13542,27362.jpg,A,9,150,505,403
39795,75613.jpg,C,307,56,536,567
5158,79887.jpg,C,6,6,653,714
3239,32452.jpg,A,5,11,839,709
26484,29849.jpg,B,316,118,413,335
1733,59766.jpg,B,209,168,468,471
6797,17544.jpg,A,370,20,592,683
24228,27986.jpg,B,721,138,337,393
29248,89636.jpg,C,210,114,462,415
41361,55626.jpg,A,508,215,195,253
24929,75869.jpg,B,795,161,427,383
40991,63299.jpg,A,524,170,251,270
20535,92981.jpg,B,500,381,438,339
38601,20228.jpg,C,384,202,428,316
35688,69971.jpg,A,199,0,743,565
6609,27375.jpg,C,373,89,580,533
37948,78408.jpg,A,556,229,237,243
35745,50998.jpg,A,223,72,719,602
13257,10519.jpg,B,44,72,459,445
18083,01849.jpg,A,527,121,434,395
40162,54181.jpg,B,236,104,531,401
16790,24850.jpg,B,502,111,539,506
15294,18293.jpg,A,544,191,534,529
12699,56421.jpg,A,129,359,374,283
40746,79289.jpg,A,446,237,324,245
27411,59075.jpg,A,310,287,516,378
28966,72208.jpg,B,304,163,435,364
12536,69025.jpg,B,169,262,348,334
11111,58112.jpg,A,407,248,316,262
31777,91429.jpg,A,471,230,211,196
24398,27517.jpg,B,509,151,415,392
8975,81958.jpg,A,392,397,308,228
44964,58536.jpg,A,436,227,361,294
19298,16693.jpg,B,513,246,409,306
11368,67942.jpg,C,392,242,305,254
7202,43347.jpg,B,372,26,529,621
16999,06344.jpg,C,457,111,429,502
33797,06507.jpg,B,391,368,273,243
41299,78767.jpg,A,510,427,225,194
25918,83409.jpg,C,349,185,363,297
38486,02128.jpg,B,456,15,337,294
42753,94940.jpg,B,457,225,309,276
1763,28321.jpg,A,168,89,565,566
5381,30214.jpg,C,16,7,676,695
16186,13386.jpg,C,426,51,440,547
19486,01105.jpg,C,434,108,568,376
3863,09539.jpg,B,7,7,880,713
16756,71184.jpg,A,524,55,410,460
40668,10418.jpg,A,486,465,276,198
35886,31133.jpg,A,266,6,739,635
21366,31109.jpg,A,459,7,432,306
43859,21588.jpg,A,404,162,363,352
31436,05773.jpg,B,450,151,251,228
1001,50111.jpg,B,224,79,586,590
30225,72182.jpg,A,373,313,411,273
42780,33436.jpg,A,474,253,281,238
40074,15449.jpg,A,259,59,555,401
15197,07252.jpg,A,484,28,605,527
28028,40310.jpg,B,343,208,402,359
20515,20168.jpg,B,511,71,407,349
10954,12478.jpg,B,368,236,355,270
40141,92011.jpg,A,311,277,477,419
3024,42415.jpg,A,22,3,902,717
1291,05769.jpg,B,241,76,475,546
